"level","levelTitle","anchor","anchorName","slotId","variantId","isClock","hour","minute","prompt","answer","choices","answerMode","presentation","family","category","broadClassification","operation","tableOrDivisor","hintMinnie","hintMoose","explanation","qualityFlags"
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-2","pigment-table-2a","false","","","6 × 3 = ?","18","12; 18; 24; 30","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 3 = 18.",""
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-2","pigment-table-2b","false","","","7 × 6 = ?","42","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 6 = 42.",""
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-3","pigment-table-3a","false","","","8 × 4 = ?","32","24; 32; 40; 48","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 4 = 32.",""
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-3","pigment-table-3b","false","","","9 × 6 = ?","54","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 6 = 54.",""
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-4","pigment-table-4a","false","","","2 × 5 = ?","10","8; 10; 12; 14","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","2","Denk aan de tafel van 2.","Splits de keersom in twee makkelijke stukken.","2 × 5 = 10.",""
"LVL-0025","Florence","pigmentTable","Pigmenttafel","pigment-table-slot-4","pigment-table-4b","false","","","10 × 7 = ?","70","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","10","Denk aan de tafel van 10.","Splits de keersom in twee makkelijke stukken.","10 × 7 = 70.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-1","pulley-panel-1a","true","11","5","Hoe laat is het?","Vijf over elf","Vijf over elf; Vijf over twaalf; Tien voor half twaalf; Vijf over half twaalf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf over elf.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-1","pulley-panel-1b","true","1","20","Welke tijd staat op de klok?","Tien voor half twee","Tien voor half twee; Tien voor half drie; Vijf over half twee; Tien voor twee","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien voor half twee.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-2","pulley-panel-2a","true","4","35","Hoe laat is het?","Vijf over half vijf","Vijf over half vijf; Vijf over half zes; Tien voor vijf; Vijf over vier","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf over half vijf.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-2","pulley-panel-2b","true","6","50","Welke tijd staat op de klok?","Tien voor zeven","Tien voor zeven; Tien voor acht; Vijf over zes; Tien voor half zeven","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien voor zeven.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-3","pulley-panel-3a","true","8","10","Hoe laat is het?","Tien over acht","Tien over acht; Tien over negen; Vijf voor half negen; Tien over half negen","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien over acht.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-3","pulley-panel-3b","true","10","25","Welke tijd staat op de klok?","Vijf voor half elf","Vijf voor half elf; Vijf voor half twaalf; Tien over half elf; Vijf voor elf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf voor half elf.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-4","pulley-panel-4a","true","12","40","Hoe laat is het?","Tien over half een","Tien over half een; Tien over half twee; Vijf voor een; Tien over twaalf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien over half een.",""
"LVL-0025","Florence","pulleyPanel","Katrolpaneel","pulley-panel-slot-4","pulley-panel-4b","true","2","55","Welke tijd staat op de klok?","Vijf voor drie","Vijf voor drie; Vijf voor vier; Tien over twee; Vijf voor half drie","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf voor drie.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-1","water-model-1a","false","","","3 × 6 = ?","18","15; 18; 21; 24","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","3","Denk aan de tafel van 3.","Splits de keersom in twee makkelijke stukken.","3 × 6 = 18.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-1","water-model-1b","false","","","4 × 7 = ?","28","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","4","Denk aan de tafel van 4.","Splits de keersom in twee makkelijke stukken.","4 × 7 = 28.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-2","water-model-2a","false","","","5 × 7 = ?","35","30; 35; 40; 45","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","5","Denk aan de tafel van 5.","Splits de keersom in twee makkelijke stukken.","5 × 7 = 35.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-2","water-model-2b","false","","","6 × 9 = ?","54","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 9 = 54.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-3","water-model-3a","false","","","7 × 8 = ?","56","49; 56; 63; 70","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 8 = 56.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-3","water-model-3b","false","","","8 × 10 = ?","80","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 10 = 80.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-4","water-model-4a","false","","","9 × 11 = ?","99","90; 99; 108; 117","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 11 = 99.",""
"LVL-0026","Vinci","waterModel","Watermodel","water-model-slot-4","water-model-4b","false","","","2 × 10 = ?","20","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","2","Denk aan de tafel van 2.","Splits de keersom in twee makkelijke stukken.","2 × 10 = 20.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-1","optical-table-1a","false","","","6 × 6 = ?","36","30; 36; 42; 48","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 6 = 36.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-1","optical-table-1b","false","","","7 × 7 = ?","49","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 7 = 49.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-2","optical-table-2a","false","","","8 × 7 = ?","56","48; 56; 64; 72","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 7 = 56.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-2","optical-table-2b","false","","","9 × 8 = ?","72","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 8 = 72.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-3","optical-table-3a","false","","","6 × 10 = ?","60","54; 60; 66; 72","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 10 = 60.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-3","optical-table-3b","false","","","7 × 10 = ?","70","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 10 = 70.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-4","optical-table-4a","false","","","8 × 13 = ?","104","96; 104; 112; 120","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 13 = 104.",""
"LVL-0026","Vinci","opticalTable","Optische tafel","optical-table-slot-4","optical-table-4b","false","","","9 × 12 = ?","108","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 12 = 108.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-1","central-codex-1a","true","4","0","Hoe laat is het?","Vier uur","Vier uur; Vijf uur; Kwart over vier; Half vijf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vier uur.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-1","central-codex-1b","true","6","15","Welke tijd staat op de klok?","Kwart over zes","Kwart over zes; Kwart over zeven; Half zeven; Kwart voor zeven","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Kwart over zes.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-2","central-codex-2a","true","8","30","Hoe laat is het?","Half negen","Half negen; Half tien; Kwart voor negen; Acht uur","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Half negen.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-2","central-codex-2b","true","10","45","Welke tijd staat op de klok?","Kwart voor elf","Kwart voor elf; Kwart voor twaalf; Tien uur; Kwart over tien","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Kwart voor elf.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-3","central-codex-3a","true","12","10","Hoe laat is het?","Tien over twaalf","Tien over twaalf; Tien over een; Vijf voor half een; Tien over half een","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien over twaalf.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-3","central-codex-3b","true","2","25","Welke tijd staat op de klok?","Vijf voor half drie","Vijf voor half drie; Vijf voor half vier; Tien over half drie; Vijf voor drie","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf voor half drie.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-4","central-codex-4a","true","5","40","Hoe laat is het?","Tien over half zes","Tien over half zes; Tien over half zeven; Vijf voor zes; Tien over vijf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien over half zes.",""
"LVL-0026","Vinci","centralCodex","Centrale codex","central-codex-slot-4","central-codex-4b","true","7","55","Welke tijd staat op de klok?","Vijf voor acht","Vijf voor acht; Vijf voor negen; Tien over zeven; Vijf voor half acht","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf voor acht.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-1","wing-construction-1a","false","","","6 × 7 = ?","42","36; 42; 48; 54","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 7 = 42.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-1","wing-construction-1b","false","","","7 × 2 = ?","14","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 2 = 14.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-2","wing-construction-2a","false","","","8 × 3 = ?","24","16; 24; 32; 40","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 3 = 24.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-2","wing-construction-2b","false","","","9 × 4 = ?","36","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 4 = 36.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-3","wing-construction-3a","false","","","6 × 13 = ?","78","72; 78; 84; 90","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","6","Denk aan de tafel van 6.","Splits de keersom in twee makkelijke stukken.","6 × 13 = 78.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-3","wing-construction-3b","false","","","7 × 3 = ?","21","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","7","Denk aan de tafel van 7.","Splits de keersom in twee makkelijke stukken.","7 × 3 = 21.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-4","wing-construction-4a","false","","","8 × 6 = ?","48","40; 48; 56; 64","multipleChoice","bare","bare_multiplication","Bare multiplication, multiple choice","multiplication","multiplication","8","Denk aan de tafel van 8.","Splits de keersom in twee makkelijke stukken.","8 × 6 = 48.",""
"LVL-0026","Vinci","wingConstruction","Vleugelconstructie","wing-construction-slot-4","wing-construction-4b","false","","","9 × 7 = ?","63","","open","bare","bare_multiplication","Bare multiplication, open answer","multiplication","multiplication","9","Denk aan de tafel van 9.","Splits de keersom in twee makkelijke stukken.","9 × 7 = 63.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-1","design-board-1a","true","9","0","Hoe laat is het?","Negen uur","Negen uur; Tien uur; Kwart over negen; Half tien","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Negen uur.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-1","design-board-1b","true","11","15","Welke tijd staat op de klok?","Kwart over elf","Kwart over elf; Kwart over twaalf; Half twaalf; Kwart voor twaalf","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Kwart over elf.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-2","design-board-2a","true","1","30","Hoe laat is het?","Half twee","Half twee; Half drie; Kwart voor twee; Een uur","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Half twee.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-2","design-board-2b","true","3","45","Welke tijd staat op de klok?","Kwart voor vier","Kwart voor vier; Kwart voor vijf; Drie uur; Kwart over drie","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Kwart voor vier.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-3","design-board-3a","true","5","5","Hoe laat is het?","Vijf over vijf","Vijf over vijf; Vijf over zes; Tien voor half zes; Vijf over half zes","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf over vijf.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-3","design-board-3b","true","7","20","Welke tijd staat op de klok?","Tien voor half acht","Tien voor half acht; Tien voor half negen; Vijf over half acht; Tien voor acht","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien voor half acht.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-4","design-board-4a","true","10","35","Hoe laat is het?","Vijf over half elf","Vijf over half elf; Vijf over half twaalf; Tien voor elf; Vijf over tien","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Vijf over half elf.",""
"LVL-0026","Vinci","designBoard","Ontwerpbord","design-board-slot-4","design-board-4b","true","12","50","Welke tijd staat op de klok?","Tien voor een","Tien voor een; Tien voor twee; Vijf over twaalf; Tien voor half een","multipleChoice","story","clock_reading","Clock","clock","none","","Kijk eerst naar de grote wijzer.","Gebruik daarna de kleine wijzer om het uur te vinden.","De wijzers tonen Tien voor een.",""
